-1.3286,0.080681,-0.43869,-0.1468,-0.21889,-0.91133
-1.3286,0.080681,-0.046798,-0.1468,-0.21889,-2.1606
-1.3286,0.082309,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.08601,-0.43869,-0.1468,-0.21889,-0.49491
-1.3286,0.087619,-0.43869,-0.1468,-0.21889,-0.66148
-1.3286,0.087656,-0.046798,-0.1468,-0.21889,-0.91133
-1.3286,0.09166,-0.046798,-0.1468,-0.21889,-0.078498
-1.3286,0.091897,-0.43869,-0.1468,-0.21889,0.25464
-1.3286,0.094301,-0.43869,-0.1468,-0.21889,0.33792
-1.3286,0.096355,-0.046798,-0.1468,-0.21889,-0.078498
-1.3286,0.098002,-3.182,-0.1468,-0.21889,-0.078498
-1.3286,0.098305,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.098608,-0.43869,-0.1468,-0.21889,-0.74476
-1.3286,0.099119,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.10017,0.73699,-0.1468,-0.21889,-0.49491
-1.3286,0.10637,-0.046798,-0.1468,-0.21889,-1.7442
-1.3286,0.10832,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.11233,-0.43869,0.14295,-0.21889,-0.078498
-1.3286,0.11727,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.11812,0.73699,-0.1468,-0.21889,-2.577
-1.3286,0.11812,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.11962,0.3451,-0.1468,-0.21889,-0.078498
-1.3286,0.11962,-0.046798,-0.1468,-0.21889,-0.078498
-1.3286,0.11962,-0.046798,-0.1468,-0.21889,-1.3277
-1.3286,0.12433,-0.43869,-0.1468,-0.21889,-1.7442
-1.3286,0.12433,-0.43869,-0.1468,-0.21889,0.25464
-1.3286,0.12558,-1.6144,-0.1468,-0.21889,-0.078498
-1.3286,0.12608,-0.046798,-0.1468,-0.21889,-0.078498
-1.3286,0.12627,-0.43869,-0.1468,-0.21889,-0.49491
-1.3286,0.12724,-0.43869,-0.1468,-0.21889,-0.49491
-1.3286,0.13232,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.13402,0.3451,-0.1468,-0.21889,-0.078498
-1.3286,0.13421,-0.43869,-0.1468,-0.21889,-1.8274
-1.3286,0.13421,-0.046798,-0.1468,-0.21889,-2.577
-1.3286,0.1343,-0.046798,0.19901,-0.21889,0.33792
-1.3286,0.13654,-0.046798,-0.1468,-0.21889,-2.3271
-1.3286,0.14066,0.73699,-0.1468,-0.21889,-2.7436
-1.3286,0.14066,-0.046798,-0.1468,-0.21889,-1.7442
-1.3286,0.14109,-0.046798,-0.1468,-0.21889,-0.078498
-1.3286,0.15167,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.15242,-0.43869,-0.1468,-0.21889,-0.32835
-1.3286,0.15247,-0.046798,-0.1468,-0.21889,-1.3277
-1.3286,0.15403,-0.046798,-0.1468,-0.21889,0.75433
-1.3286,0.1573,-0.43869,-0.1468,-0.21889,-0.49491
-1.3286,0.1604,-0.046798,-0.1468,-0.21889,-2.1606
-1.3286,0.16238,-2.3982,-0.1468,-0.21889,-0.24506
-1.3286,0.16439,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.17215,-0.046798,-0.1468,-0.21889,-2.1606
-1.3286,0.17764,-0.046798,-0.1468,-0.21889,-2.577
-1.3286,0.18298,-0.43869,-0.1468,-0.21889,-0.078498
-1.3286,0.18692,-0.046798,-0.1468,-0.21889,-1.7442
-1.3286,0.18692,-0.046798,-0.1468,-0.21889,0.50448
-1.3286,0.19139,-0.43869,-0.1468,-0.21889,0.58777
-1.3286,0.19139,-0.046798,-0.1468,-0.21889,-1.7442
-1.3286,0.19231,-0.046798,-0.1468,-0.21889,-0.078498
-1.3286,0.19337,-2.0063,-0.1468,-0.21889,-0.078498
-1.3286,0.19517,-1.2225,-0.1468,-0.21889,-1.411
-1.3286,0.2014,-2.0063,-0.1468,-0.21889,0.75433
-1.3286,0.2014,0.3451,-0.1468,-0.21889,0.75433
-1.3286,0.20413,-0.046798,-0.1468,-0.21889,-2.7436
-1.3286,0.20492,0.73699,-0.1468,-0.21889,-0.49491
